rank,scats_site,total_volume,months_present,first_month,last_month,avg_monthly_volume,max_monthly_volume,best_month,best_month_volume,percent_of_network,cumulative_volume,cumulative_percent,percentile_band
90,3056,354941351,147,2014-01,2026-04,2414567.01,4221046,2014-10,4221046,0.065849,38425440270,7.12875,Top 5%
91,2437,354411127,147,2014-01,2026-04,2410960.05,3015954,2017-12,3015954,0.065751,38779851397,7.194501,Top 5%
92,2309,354290866,147,2014-01,2026-04,2410141.95,3211881,2025-03,3211881,0.065729,39134142263,7.26023,Top 5%
93,202,352422511,147,2014-01,2026-04,2397432.05,2720446,2014-10,2720446,0.065382,39486564774,7.325612,Top 5%
94,3022,352302804,147,2014-01,2026-04,2396617.71,3212070,2019-10,3212070,0.06536,39838867578,7.390972,Top 5%
95,2918,352085251,147,2014-01,2026-04,2395137.76,3332537,2019-05,3332537,0.065319,40190952829,7.456291,Top 5%
96,408,351742972,147,2014-01,2026-04,2392809.33,3150431,2024-05,3150431,0.065256,40542695801,7.521547,Top 5%
97,2408,350979736,147,2014-01,2026-04,2387617.25,2789668,2019-10,2789668,0.065114,40893675537,7.586661,Top 5%
98,2325,350367083,147,2014-01,2026-04,2383449.54,2869652,2018-05,2869652,0.065001,41244042620,7.651662,Top 5%
99,417,349674249,147,2014-01,2026-04,2378736.39,3255419,2016-04,3255419,0.064872,41593716869,7.716534,Top 5%
100,2409,348853457,147,2014-01,2026-04,2373152.77,3067159,2019-10,3067159,0.06472,41942570326,7.781254,Top 5%
