site_id,first_avg,site_name,last_avg,absolute_growth,growth_pct,cv,mean_volume,lifecycle_type
100,811919.0833333334,BURWOOD HIGHWAY / LIVINGSTONE,706433.6666666666,-105485.41666666674,-12.992109538009183,0.1415966329239202,761377.619047619,Stable
1000,707929.3333333334,KEILOR / HOFFMANS,626426.8333333334,-81502.5,-11.512801654402416,0.10922477237023186,682114.5714285715,Stable
1001,1980282.75,MT ALEXANDER NEAR HALL,1443796.0833333333,-536486.6666666667,-27.091417458777883,0.14292420340823495,1585298.551020408,Decline
1002,800257.5,EPSOM / LANGS,657976.9166666666,-142280.58333333337,-17.779350188324806,0.14265613251398057,726186.4965986394,Decline
1003,365276.5,MT ALEXANDER NEAR COMMU CENTRE,680406.9166666666,315130.4166666666,86.2717466540187,0.4133287500125124,526148.2040816327,Growth
1005,603685.25,ASCOT VALE / GLADSTONE,556098.25,-47587.0,-7.88275015829855,0.11730556072716071,582393.231292517,Stable
1006,611028.1666666666,PUCKLE / MOORE / MARGARET / HOLMES,604397.0,-6631.166666666628,-1.0852472976559393,0.12604363188207135,586470.6870748299,Stable
1007,1082723.9166666667,BULLA / TULLAMARINE FREEWAY EB ON / OFF RAMP,1200316.8333333333,117592.91666666651,10.860840409685833,0.16625211878047846,1110796.2448979593,Stable
1009,759208.0833333334,EPSOM / FLEMINGTON RACECOURSE ENT,546063.1666666666,-213144.91666666674,-28.07463742098813,0.15840808574503493,642425.6258503401,Decline
101,686367.3333333334,WELLS / CHELSEA HEIGHTS HOTEL,472657.8333333333,-213709.50000000006,-31.136315733751907,0.16615810917931703,606412.5578231292,Decline
1010,752073.75,EPSOM / UNION,583983.8333333334,-168089.91666666663,-22.350190611847125,0.13023036754711026,697673.8163265307,Decline
1011,653294.5833333334,ASCOT VALE / KENT,651663.75,-1630.8333333333721,-0.24963215292744362,0.13426155176540852,662826.8299319728,Stable
1012,1462260.0,BULLA / WOODLAND,1514373.8333333333,52113.833333333256,3.5639238803860636,0.1345430071817485,1475727.3945578232,Stable
1013,540188.25,ASCOT VALE NEAR EDINBURGH,528594.3333333334,-11593.916666666628,-2.146273390186963,0.1201926929524042,547333.0680272109,Stable
1014,585804.5833333334,EPSOM NEAR ROSEBERRY,481630.25,-104174.33333333337,-17.783120224249988,0.15087784487034714,511350.60544217686,Stable
1017,428283.3333333333,KOO WEE RUP / LIVESTOCK WAY / STREETH EAST BLVD,806291.3333333334,378008.00000000006,88.26119780519129,0.256918189914465,586940.3401360544,Growth
1018,1190072.25,MAROONDAH HIGHWAY / LANDSCAPE,1184557.5,-5514.75,-0.46339623497648985,0.1264542807953669,1177692.0068027212,Stable
1019,856407.6666666666,CHELTENHAM / ALLAN,819489.0833333334,-36918.583333333256,-4.310865580761178,0.11006573705305141,874649.0476190476,Stable
102,877728.25,MAROONDAH / NELSON / GOODALL,804632.3333333334,-73095.91666666663,-8.327852802580598,0.15282069320097758,906265.0,Stable
1023,1277979.25,BERWICK-BEACONSFIELD NEAR GOFF,1554289.3333333333,276310.08333333326,21.620858345965573,0.1567574173131196,1565536.0068027212,Growth
1024,540666.8333333334,MAIN / LEANE,583170.0,42503.16666666663,7.861249117987318,0.16573136720862766,589722.3090909091,Stable
1026,759117.75,BEDFORD / GREAT RYRIE,1196229.25,437111.5,57.58151485721418,0.2922523340052262,876774.9266055046,Growth
1028,6014.75,FRANK-DANDY / KIRKHAM,382154.9166666667,376140.1666666667,6253.6292724829245,0.7952541865048721,242798.24489795917,Growth
1029,448826.0,GRATTAN / DRUMMOND,324426.25,-124399.75,-27.716698676101654,0.28635630905866183,335181.20408163266,Volatile
103,504251.0,BURWOOD HIGHWAY NEAR REYNOLDS,430274.5833333333,-73976.41666666669,-14.670554280837656,0.1775879687735567,448145.55102040817,Stable
1031,704847.3333333334,BURKE / BURWOOD,684415.4166666666,-20431.916666666744,-2.898771932645473,0.12258254113717242,685974.2857142857,Stable
1034,242136.25,FARADAY / DRUMMOND,327151.0,85014.75,35.11029430744054,0.23593784695580508,270454.12925170065,Stable
1036,328719.8333333333,QUEENSBERRY / DRUMMOND,434235.75,105515.91666666669,32.09904178786495,0.2938645052835915,384947.99319727893,Volatile
1037,427232.0833333333,QUEENSBERRY / LEICESTER,785473.4166666666,358241.3333333333,83.85169262998156,0.384052781176532,600247.2517006802,Growth
1038,2003071.6666666667,PUNT / GATE 6,2017635.3333333333,14563.666666666511,0.7270666800904866,0.14220913200952692,2185860.0408163266,Stable
1039,480820.1666666667,QUEENSBERRY / CARDIGAN,575784.3333333334,94964.16666666669,19.750454171882005,0.3647054363019812,542008.6462585034,Volatile
104,857476.5,MAROONDAH / GREEN,724802.4166666666,-132674.08333333337,-15.472620338088957,0.17887499616867605,732414.074829932,Decline
1043,249892.5,PARK / TRAMWAY CROSSING,433662.5,183770.0,73.53962203747612,0.39469019682748835,318607.74149659864,Growth
1044,1108724.5833333333,ROYAL / WALKER,919829.0833333334,-188895.49999999988,-17.037188751790243,0.1536577842061622,969924.6734693878,Decline
1045,902439.5,SPENCER NEAR FLINDERS,1087755.25,185315.75,20.534977691025272,0.24279388778318012,1006233.4421768708,Growth
1046,1085975.6666666667,ROYAL NEAR IEVERS,1461025.6666666667,375050.0,34.535764613510366,0.2531955408117491,1240171.3945578232,Growth
1047,402772.4166666667,SALMON / HOLDEN ACCESS,286651.5,-116120.91666666669,-28.83040443227969,0.27392788823717756,397925.85034013604,Stable
1048,459819.6666666667,KING / VICTORIA,561552.0833333334,101732.41666666669,22.12441616604771,0.17512249248731224,488206.85034013604,Stable
105,1506371.0833333333,MAROONDAH / COCHRANE / COOK,1416592.3333333333,-89778.75,-5.959935834756963,0.12712481211470647,1466961.9047619049,Stable
1050,1451149.6666666667,HIGH BETWEEN CLYDE & GLOUCESTER,1485520.6666666667,34371.0,2.368535843649483,0.13850927593543405,1496112.2857142857,Stable
1051,486947.6666666667,VICTORIA / ERROL,415923.3333333333,-71024.33333333337,-14.585619399209914,0.16364294078156238,451044.12925170065,Stable
1052,909150.5833333334,WELLINGTON / CLARENDON,713985.4166666666,-195165.16666666674,-21.46675921948024,0.5511061148091851,922883.3741496599,Decline
1053,326401.5,ABBOTSFORD / HAINES,261516.0,-64885.5,-19.879044673507934,0.1490943247507006,304642.8095238095,Stable
1054,574486.1666666666,MACAULAY NEAR FOGARTY,472459.5,-102026.66666666663,-17.759638540759752,0.14705818814218086,542046.9455782312,Stable
1056,848982.75,CRANBOURNE-FRANKSTON / WILLOW GROVE,1170325.25,321342.5,37.85029790063461,0.15618625403524508,1050597.7482993198,Growth
1057,1428594.3333333333,ROYAL NEAR MORRAH,1069875.0833333333,-358719.25,-25.109944903883374,0.15804396694111683,1218773.7142857143,Decline
1059,584801.9166666666,FRANKLIN / PEEL / WILLIAM,462774.8333333333,-122027.08333333331,-20.866395929219905,0.2748099364221149,479173.4693877551,Stable
106,576366.4166666666,SWANSEA / BIRMINGHAM,606885.5833333334,30519.166666666744,5.295098011291153,0.1287430522633259,592421.3741496599,Stable
1061,1884991.75,ELIZABETH / PEEL / FLEM / BEDFORD,1501444.75,-383547.0,-20.34741000855839,0.16340153144905287,1627658.9455782312,Decline
1063,856036.8333333334,DUDLEY NEAR WILLIAM,1218070.4166666667,362033.5833333334,42.29182311275157,0.22510800101727974,1088685.9591836734,Growth
1064,1410159.9166666667,RACECOURSE / WESTERN LINK ON / OFF RAMPS,1141993.1666666667,-268166.75,-19.016761633240296,0.1326674483734852,1382279.2653061224,Decline
1065,1047858.5833333334,WURUNDJERI / TELSTRA DOME SE ENT,1110548.75,62690.16666666663,5.982693434379619,0.26666126189894895,1014571.4347826086,Stable
1066,539808.4166666666,HARBOUR ESP / LATROBE,378754.25,-161054.16666666663,-29.835430811023844,0.20212900150575625,460051.72789115645,Decline
1067,726355.25,HARBOUR ESP NEAR LA TROBE,571592.1666666666,-154763.08333333337,-21.30680315635268,0.18895755101583064,682628.768707483,Decline
1068,846338.4166666666,HARBOUR ESP / COMTECHPORT ENT,563981.0,-282357.4166666666,-33.3622356147723,0.224623354459547,716067.3469387755,Decline
1069,290072.6666666667,DOCKLANDS / SAINT MANGOS,294264.8333333333,4192.166666666628,1.4452125789169936,0.14246407302228214,290712.7346938776,Stable
107,1545257.8333333333,MAROONDAH / KALLAY / BRENTNALL,1504570.3333333333,-40687.5,-2.6330557349275154,0.12974591070677535,1532942.074829932,Stable
1071,786164.5833333334,WAVERLEY NEAR BRUCE,817854.3333333334,31689.75,4.030930758243477,0.15358635548757155,799106.7346938775,Stable
1072,431792.5833333333,COLLINS / BATMANS HILL DR,368534.0,-63258.583333333314,-14.650224615946966,0.17594864769516416,388971.4557823129,Stable
1073,791702.0833333334,MIDDLE / CAPON,969957.6666666666,178255.58333333326,22.515487465034447,0.24511238125529264,836728.6802721089,Growth
1075,498381.25,COLLINS NEAR SPENCER STATION,397365.5,-101015.75,-20.26877014333906,0.19318375384318792,423935.1360544218,Stable
1076,589806.0833333334,GEORGIANA / WURUNDJERI,497998.25,-91807.83333333337,-15.565765753800726,0.18035307366822148,537483.9727891156,Stable
1077,854943.0833333334,CRANBOURNE-FRANKSTON / FAIRBAIRN,1046776.3333333334,191833.25,22.438131115355926,0.13657858585050622,976064.0680272109,Growth
1078,878498.6666666666,CRANBOURNE-FRANKSTON / SCOTT,1024005.0833333334,145506.41666666674,16.56307769011982,0.12974917212370557,976642.2789115646,Stable
1079,388518.25,,377846.1666666667,-10672.083333333314,-2.746867961372037,0.14354397770896118,359487.1736111111,Stable
108,549852.5833333334,MITCHAM / BRUNSWICK / CULCUTTA,567432.4166666666,17579.833333333256,3.1971902772121656,0.1587508425209248,559856.4829931973,Stable
1080,784248.9166666666,HIGH / WARNER,570625.5833333334,-213623.33333333326,-27.239225811277812,0.20778470001365532,652522.0884353742,Decline
1081,825635.5,KELLETTS / NAPOLEON,770179.6666666666,-55455.83333333337,-6.716745262689574,0.12214053356797001,802909.9523809524,Stable
109,775125.0,SWANSEA / HULL,738061.4166666666,-37063.58333333337,-4.7816266193624735,0.11814901106040053,790884.8639455782,Stable
1091,756097.5833333334,CRANBOURNE / PEN.POWER CENTRE ACCESS,765951.4166666666,9853.833333333256,1.303248886194243,0.12391579868770096,748967.8095238095,Stable
1093,1368158.1666666667,WELLINGTON / NANTILLA,1410780.0,42621.833333333256,3.1152709073963,0.13536005061768352,1383504.2653061224,Stable
1094,1329621.25,PRINCES HIGHWAY EAST / OLIVE,1376585.6666666667,46964.416666666744,3.5321650181709074,0.11275278773427914,1381363.3401360544,Stable
1095,1135008.5833333333,MELBOURNE NEAR HOSKING,1141168.1666666667,6159.583333333489,0.542690462766705,0.12868610150563525,1122762.6802721089,Stable
1097,1137816.3333333333,MASON NEAR MIRLS,1213667.3333333333,75851.0,6.666365895608811,0.21857303055018398,1205729.4285714286,Stable
1099,884248.5833333334,MELBOURNE NEAR MCROBERT,797686.0,-86562.58333333337,-9.78939463007339,0.13471117073741767,811833.9863945579,Stable
1100,2074127.4166666667,MAROONDAH HIGHWAY / EASTLINK,2013768.0833333333,-60359.33333333349,-2.910107298535066,0.12438260983153868,2037527.1904761905,Stable
1101,1450273.0833333333,MAROONDAH HIGHWAY / HILLCREST / CARPARK,1325033.75,-125239.33333333326,-8.635569036796916,0.12784981713478086,1351578.149659864,Stable
1102,1467601.9166666667,CANTERBURY / EASTLINK,1232097.75,-235504.16666666674,-16.04686965805839,0.13665252013662202,1406443.074829932,Decline
1103,1540836.25,BURWOOD HIGHWAY / EASTLINK,1322220.9166666667,-218615.33333333326,-14.188096453035373,0.1562758367904667,1441172.5646258504,Decline
1104,1176220.3333333333,BORONIA / EASTLINK,1237319.8333333333,61099.5,5.194562470013413,0.13647712443865365,1261200.5238095238,Stable
1105,1469498.0,HIGH STREETREET ROAD / EASTLINK,1497625.75,28127.75,1.9141060416550413,0.15633850929846885,1460035.163265306,Stable
1107,1714049.1666666667,FERNTREE GULLY / EASTLINK,1669686.3333333333,-44362.83333333349,-2.5881890785902284,0.14777708666887343,1696183.0476190476,Stable
1108,1935773.25,EASTLINK / WELLINGTON,1569397.75,-366375.5,-18.926571074375577,0.14861630134137055,1754978.4217687075,Decline
1109,521857.0833333333,EASTLINK / POLICE INTERCHANGE,465337.25,-56519.833333333314,-10.830519530810236,0.14080241335995525,503396.6530612245,Stable
111,1127320.6666666667,MAROONDAH HIGHWAY / METROPOLITAN,911175.25,-216145.41666666674,-19.173374804329562,0.15525073778990395,978021.6734693878,Decline
1111,1140135.3333333333,EASTLINK / CHELTENHAM INTERCHANGE,993900.75,-146234.58333333326,-12.826072401931226,0.1370829975034734,1098663.2040816327,Decline
1112,1415368.8333333333,DANDENONG SOUTHERN BYPASS / EASTLINK,1569422.25,154053.41666666674,10.884330150456666,0.11741638267693559,1586574.8911564625,Stable
1113,1129268.5,GREENS / EASTLINK,1306632.0,177363.5,15.706052192193443,0.130498845638541,1290729.074829932,Growth
1114,1011198.4166666666,THOMPSON / EASTLINK,1435389.3333333333,424190.9166666666,41.94932563927241,0.20842833931348115,1244248.918367347,Growth
1116,854941.75,,802911.0,-52030.75,-6.085882459243568,0.2195163071143779,895717.7857142857,Stable
1117,890086.9166666666,HIGH STREETREET / GEORGE,936149.25,46062.33333333337,5.175037681245179,0.1625053692821972,888947.081632653,Stable
1118,1209674.3333333333,DANDENONG SOUTHERN BYPASS / PERRY,1502479.6666666667,292805.3333333335,24.205302639305415,0.1450127278946959,1523571.9586206896,Growth
1119,1125770.3333333333,DANDENDONG SOUTH BYPASS / CHANDLER,1419011.6666666667,293241.3333333335,26.048060128309192,0.131377131077127,1373828.843537415,Growth
112,1393043.6666666667,MAROONDAH / STREETATION,1188697.5,-204346.16666666674,-14.669042439684235,0.16942552135946992,1232065.8843537415,Decline
1120,1530551.75,DANDENONG SOUTHERN BYPASS / HAMMOND,1784394.3333333333,253842.58333333326,16.585037607080796,0.11529144278502394,1735598.387755102,Growth
1121,1882415.75,DANDENONG SOUTHERN BYPASS / DAND FRANSTON,1925925.6666666667,43509.916666666744,2.311387198426636,0.11115139981928063,1986807.2517006802,Stable
1122,1366979.1666666667,DANDENONG SOUTH BYPASS / STH GIPPSLAND HIGHWAY,1464305.9166666667,97326.75,7.11984149965709,0.114477736077709,1465320.2176870748,Stable
1123,1067474.8333333333,DORSET / CLIPSAL,983674.25,-83800.58333333326,-7.850356815593928,0.11340877545127619,1022998.0,Stable
